1	1	1773595332084	1773595333555	1471	78	78
1	2	1773595333606	1773595335104	1498	78	78
1	3	1773595335154	1773595336617	1463	78	78
1	4	1773595336667	1773595338183	1516	78	78
1	5	1773595338242	1773595340092	1850	78	78
1	6	1773595340150	1773595341751	1601	78	78
1	7	1773595341800	1773595343337	1537	78	78
1	8	1773595343386	1773595344876	1490	78	78
1	9	1773595344928	1773595346505	1577	78	78
1	10	1773595346555	1773595348125	1570	78	78
1	11	1773595348174	1773595349696	1522	78	78
1	12	1773595349745	1773595351253	1508	78	78
1	13	1773595351301	1773595352828	1527	78	78
1	14	1773595352879	1773595354415	1536	78	78
1	15	1773595354469	1773595356054	1585	78	78
1	16	1773595356104	1773595357656	1552	78	78
1	17	1773595357707	1773595359412	1705	78	78
1	18	1773595359464	1773595361240	1776	78	78
1	19	1773595361296	1773595362830	1534	78	78
1	20	1773595362884	1773595364390	1506	78	78
1	21	1773595364437	1773595365912	1475	78	78
1	22	1773595365959	1773595367558	1599	78	78
1	23	1773595367608	1773595369347	1739	78	78
1	24	1773595369400	1773595370919	1519	78	78
1	25	1773595370966	1773595372500	1534	78	78
1	26	1773595372548	1773595374104	1556	78	78
1	27	1773595374156	1773595375680	1524	78	78
1	28	1773595375727	1773595377230	1503	78	78
1	29	1773595377278	1773595378778	1500	78	78
1	30	1773595378826	1773595380366	1540	78	78
1	31	1773595380414	1773595381924	1510	78	78
1	32	1773595381981	1773595383475	1494	78	78
